Date,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative,Cases_per_100
2021-02-15,50-64,1896,157856,2298,82550,0,0,0,0,0,0,15.8
2021-02-16,50-64,3336,161192,3744,86294,0,0,0,0,0,0,14.92
2021-02-17,50-64,4302,165494,5007,91301,0,0,0,0,0,0,14.42
2021-02-18,50-64,736,166230,1048,92349,0,0,0,0,0,0,14.17
2021-02-19,50-64,1902,168132,4153,96502,0,0,0,0,0,0,13.23
2021-02-20,50-64,1952,170084,3629,100131,0,0,0,0,0,0,12.69
2021-02-21,50-64,1057,171141,1025,101156,0,0,0,0,0,0,12.43
2021-02-22,50-64,1474,172615,2942,104098,0,0,0,0,0,0,12.78
2021-02-23,50-64,2979,175594,2367,106465,0,0,0,0,0,0,13.02
2021-02-24,50-64,3847,179441,3805,110270,0,0,0,0,0,0,13
2021-02-25,50-64,3717,183158,4400,114670,0,0,0,0,0,0,12.91
2021-02-26,50-64,4629,187787,4846,119516,0,0,0,0,0,0,13.08
2021-02-27,50-64,3430,191217,1885,121401,0,0,0,0,0,0,13.57
2021-02-28,50-64,3314,194531,872,122273,0,0,0,0,0,0,13.55
2021-03-01,50-64,6527,201058,1864,124137,0,0,0,0,0,0,13.1
2021-03-02,50-64,5106,206164,2153,126290,17,17,7276,7276,2170,2170,12.92
2021-03-03,50-64,6733,212897,3313,129603,79,96,10125,17401,3392,5562,12.52
2021-03-04,50-64,6622,219519,3124,132727,1045,1141,10791,28192,4169,9731,12.39
2021-03-05,50-64,6364,225883,3755,136482,1011,2152,11130,39322,4766,14497,12.61
2021-03-06,50-64,4455,230338,2006,138488,1671,3823,8132,47454,3677,18174,12.33
2021-03-07,50-64,2719,233057,885,139373,1826,5649,5430,52884,2711,20885,12.6
2021-03-08,50-64,5767,238824,1672,141045,2103,7752,9542,62426,3775,24660,12.99
2021-03-09,50-64,6174,244998,2846,143891,2014,9766,11034,73460,4860,29520,13.26
2021-03-10,50-64,7344,252342,3126,147017,2312,12078,12782,86242,5438,34958,13.53
2021-03-11,50-64,9626,261968,2905,149922,1015,13093,13546,99788,3920,38878,13.71
2021-03-12,50-64,9695,271663,3394,153316,853,13946,13942,113730,4247,43125,14.11
2021-03-13,50-64,6686,278349,2004,155320,659,14605,9349,123079,2663,45788,14.47
2021-03-14,50-64,5475,283824,1258,156578,363,14968,7096,130175,1621,47409,14.23
2021-03-15,50-64,9149,292973,1995,158573,194,15162,11338,141513,2189,49598,14.3
2021-03-16,50-64,9906,302879,2562,161135,250,15412,12718,154231,2812,52410,14.34
2021-03-17,50-64,10886,313765,3199,164334,405,15817,14490,168721,3604,56014,14.78
2021-03-18,50-64,12942,326707,2484,166818,431,16248,15857,184578,2915,58929,15.17
2021-03-19,50-64,12349,339056,2536,169354,391,16639,15276,199854,2927,61856,15.21
2021-03-20,50-64,8593,347649,2140,171494,276,16915,11009,210863,2416,64272,15.55
2021-03-21,50-64,6931,354580,1560,173054,126,17041,8617,219480,1686,65958,15.71
2021-03-22,50-64,12110,366690,2354,175408,326,17367,14790,234270,2680,68638,15.86
2021-04-03,12-17,601,9425,127,1928,8,44,736,5997,135,950,21.94
2021-04-04,12-17,226,9651,90,2018,0,44,0,5997,0,950,21.53
2021-04-05,12-17,845,10496,140,2158,3,47,988,6985,143,1093,21.45
2021-04-06,12-17,1156,11652,148,2306,3,50,1307,8292,151,1244,21.7
2021-04-07,12-17,1199,12851,221,2527,8,58,1428,9720,229,1473,21.02
2021-04-08,12-17,1220,14071,218,2745,8,66,1446,11166,226,1699,21.92
2021-04-09,12-17,1083,15154,199,2944,2,68,1284,12450,201,1900,22.65
2021-04-10,12-17,1422,16576,258,3202,2,70,1682,14132,260,2160,22.21
2021-04-11,12-17,1066,17642,155,3357,1,71,1222,15354,156,2316,22.51
2021-04-12,12-17,972,18614,256,3613,3,74,1231,16585,259,2575,23.02
2021-04-13,12-17,1826,20440,288,3901,0,74,0,16585,0,2575,23.22
2021-04-14,12-17,2418,22858,331,4232,0,74,0,16585,0,2575,23.56
2021-04-15,12-17,1580,24438,254,4486,1,75,1835,18420,255,2830,22.91
2021-04-16,12-17,1971,26409,260,4746,0,75,0,18420,0,2830,22.71
2021-04-17,12-17,2561,28970,221,4967,0,75,0,18420,0,2830,21.97
2021-04-18,12-17,2090,31060,244,5211,0,75,0,18420,0,2830,21.13
2021-04-19,12-17,1344,32404,424,5635,0,75,0,18420,0,2830,20.76
2021-04-20,12-17,1543,33947,488,6123,0,75,0,18420,0,2830,19.94
2021-04-21,12-17,3010,36957,742,6865,0,75,0,18420,0,2830,19.37
2021-04-22,12-17,1783,38740,474,7339,0,75,0,18420,0,2830,18.42
2021-04-23,12-17,1961,40701,672,8011,0,75,0,18420,0,2830,17.7
2021-04-24,12-17,2183,42884,583,8594,0,75,0,18420,0,2830,17.08
2021-04-25,12-17,1812,44696,208,8802,0,75,0,18420,0,2830,16.91
2021-04-26,12-17,1455,46151,674,9476,0,75,0,18420,0,2830,16.32
2021-04-27,12-17,1515,47666,873,10349,0,75,0,18420,0,2830,15.84
2021-04-28,12-17,2787,50453,1232,11581,0,75,0,18420,0,2830,15.28
2021-04-29,12-17,1648,52101,1112,12693,0,75,0,18420,0,2830,14.76
2021-04-30,12-17,1680,53781,1007,13700,2,77,2689,21109,1009,3839,14.15
2021-05-01,12-17,1595,55376,1451,15151,0,77,0,21109,0,3839,13.54
2021-05-02,12-17,723,56099,951,16102,1,78,1675,22784,952,4791,13.46
2021-05-03,12-17,774,56873,1112,17214,0,78,0,22784,0,4791,13.04
2021-05-04,12-17,1023,57896,1687,18901,0,78,0,22784,0,4791,12.28
2021-05-05,12-17,1947,59843,2426,21327,0,78,0,22784,0,4791,11.36
2021-05-06,12-17,902,60745,1472,22799,0,78,0,22784,0,4791,10.95
2021-05-07,12-17,956,61701,2042,24841,0,78,0,22784,0,4791,10.28
2021-05-08,12-17,862,62563,2518,27359,0,78,0,22784,0,4791,9.77
2021-05-09,12-17,490,63053,1204,28563,0,78,0,22784,0,4791,9.2
2021-05-10,12-17,508,63561,1550,30113,1,79,2059,24843,1551,6342,8.96
2021-05-11,12-17,814,64375,1594,31707,0,79,0,24843,0,6342,8.46
2021-05-12,12-17,1945,66320,2937,34644,2,81,4884,29727,2939,9281,8.22
2021-05-13,12-17,10996,77316,1902,36546,0,81,0,29727,0,9281,7.61
2021-05-14,12-17,10657,87973,1703,38249,0,81,0,29727,0,9281,6.96
2021-05-15,12-17,11920,99893,1931,40180,1,82,13852,43579,1932,11213,6.8
2021-05-16,12-17,4365,104258,1662,41842,0,82,0,43579,0,11213,6.65
2021-05-17,12-17,7066,111324,1551,43393,0,82,0,43579,0,11213,6.21
2021-05-18,12-17,8710,120034,1731,45124,0,82,0,43579,0,11213,5.89
2021-05-19,12-17,14000,134034,2677,47801,0,82,0,43579,0,11213,5.53
2021-05-20,12-17,6879,140913,1637,49438,0,82,0,43579,0,11213,5.36
2021-05-21,12-17,6764,147677,1976,51414,0,82,0,43579,0,11213,5.7
2022-02-02,11 and Under,922,225462,1749,178278,2,49,2673,66427,1751,33751,33.22
2022-02-03,11 and Under,803,226265,1780,180058,0,49,0,66427,0,33751,29.72
2022-02-04,11 and Under,640,226905,2103,182161,0,49,0,66427,0,33751,27.75
2022-02-05,11 and Under,490,227395,1460,183621,0,49,0,66427,0,33751,25.76
2022-02-06,11 and Under,214,227609,542,184163,0,49,0,66427,0,33751,24.98
2022-02-07,11 and Under,474,228083,941,185104,0,49,0,66427,0,33751,23.12
2022-02-08,11 and Under,522,228605,1254,186358,0,49,0,66427,0,33751,21.52
2022-02-09,11 and Under,591,229196,1441,187799,3,52,2035,68462,1444,35195,18.98
2022-02-10,11 and Under,573,229769,1240,189039,0,52,0,68462,0,35195,17.2
2022-02-11,11 and Under,580,230349,1542,190581,0,52,0,68462,0,35195,15.43
2022-02-12,11 and Under,445,230794,1078,191659,0,52,0,68462,0,35195,14.37
2022-02-13,11 and Under,131,230925,392,192051,0,52,0,68462,0,35195,13.5
2022-02-14,11 and Under,298,231223,862,192913,0,52,0,68462,0,35195,12.66
2022-02-15,11 and Under,393,231616,1030,193943,0,52,0,68462,0,35195,11.92
2022-02-16,11 and Under,463,232079,1085,195028,3,55,1551,70013,1088,36283,11.1
2022-02-17,11 and Under,424,232503,946,195974,0,55,0,70013,0,36283,10.9
2022-02-18,11 and Under,571,233074,1026,197000,0,55,0,70013,0,36283,10.72
2022-02-19,11 and Under,354,233428,656,197656,0,55,0,70013,0,36283,11.6
2022-02-20,11 and Under,186,233614,274,197930,0,55,0,70013,0,36283,11.47
2022-02-21,11 and Under,374,233988,597,198527,0,55,0,70013,0,36283,11.32
2022-02-22,11 and Under,417,234405,790,199317,0,55,0,70013,0,36283,10.99
2022-02-23,11 and Under,356,234761,805,200122,2,57,1163,71176,807,37090,10.78
2022-02-24,11 and Under,459,235220,725,200847,0,57,0,71176,0,37090,10.35
2022-02-25,11 and Under,454,235674,742,201589,0,57,0,71176,0,37090,10.54
2022-02-26,11 and Under,343,236017,490,202079,0,57,0,71176,0,37090,8.87
2022-02-27,11 and Under,122,236139,173,202252,0,57,0,71176,0,37090,8.92
2022-02-28,11 and Under,271,236410,443,202695,0,57,0,71176,0,37090,8.85
2022-03-01,11 and Under,406,236816,487,203182,0,57,0,71176,0,37090,9
2022-03-02,11 and Under,349,237165,471,203653,2,59,822,71998,473,37563,8.55
2022-03-03,11 and Under,368,237533,509,204162,0,59,0,71998,0,37563,7.91
2022-03-04,11 and Under,420,237953,539,204701,0,59,0,71998,0,37563,6.57
2022-03-05,11 and Under,253,238206,370,205071,0,59,0,71998,0,37563,6.26
2022-03-06,11 and Under,113,238319,136,205207,0,59,0,71998,0,37563,5.87
2022-03-07,11 and Under,221,238540,241,205448,0,59,0,71998,0,37563,5.72
2022-03-08,11 and Under,306,238846,351,205799,0,59,0,71998,0,37563,5.42
2022-03-09,11 and Under,276,239122,400,206199,1,60,677,72675,401,37964,5.21
2022-03-10,11 and Under,280,239402,385,206584,0,60,0,72675,0,37964,5.09
2022-03-11,11 and Under,339,239741,544,207128,0,60,0,72675,0,37964,5.06
2022-03-12,11 and Under,112,239853,228,207356,0,60,0,72675,0,37964,4.96
2022-03-13,11 and Under,88,239941,155,207511,0,60,0,72675,0,37964,4.77
2022-03-14,11 and Under,181,240122,289,207800,0,60,0,72675,0,37964,4.69
2022-03-15,11 and Under,260,240382,332,208132,0,60,0,72675,0,37964,4.82
2022-03-16,11 and Under,245,240627,365,208497,1,61,611,73286,366,38330,4.8
2022-03-17,11 and Under,229,240856,338,208835,0,61,0,73286,0,38330,5
2022-03-18,11 and Under,335,241191,479,209314,0,61,0,73286,0,38330,4.97
2022-03-19,11 and Under,178,241369,281,209595,0,61,0,73286,0,38330,4.97
2022-03-20,11 and Under,72,241441,125,209720,0,61,0,73286,0,38330,5.04
2022-03-21,11 and Under,151,241592,242,209962,0,61,0,73286,0,38330,4.86
2021-03-23,18-49,15880,542266,5193,285851,405,22025,21478,326941,5598,100702,16.46
2021-03-24,18-49,17307,559573,6152,292003,407,22432,23866,350807,6559,107261,17.1
2021-03-25,18-49,18937,578510,5777,297780,864,23296,25578,376385,6641,113902,17.59
2021-03-26,18-49,16000,594510,6895,304675,1022,24318,23917,400302,7917,121819,18.18
2021-03-27,18-49,12223,606733,4464,309139,704,25022,17391,417693,5168,126987,18.95
2021-03-28,18-49,7710,614443,3370,312509,540,25562,11620,429313,3910,130897,19.78
2021-03-29,18-49,13296,627739,7629,320138,386,25948,21311,450624,8015,138912,20.21
2021-03-30,18-49,18495,646234,8005,328143,642,26590,27142,477766,8647,147559,20.66
2021-03-31,18-49,19634,665868,9858,338001,2564,29154,32056,509822,12422,159981,21.14
2021-04-01,18-49,20168,686036,12876,350877,2610,31764,35654,545476,15486,175467,21.37
2021-04-02,18-49,17046,703082,9782,360659,3092,34856,29920,575396,12874,188341,21.15
2021-04-03,18-49,12233,715315,6690,367349,2281,37137,21204,596600,8971,197312,21.94
2021-04-04,18-49,4894,720209,4057,371406,562,37699,9513,606113,4619,201931,21.53
2021-04-05,18-49,15788,735997,9497,380903,3228,40927,28513,634626,12725,214656,21.45
2021-04-06,18-49,22080,758077,10816,391719,5544,46471,38440,673066,16360,231016,21.7
2021-04-07,18-49,20131,778208,11804,403523,7091,53562,39026,712092,18895,249911,21.02
2021-04-08,18-49,23755,801963,13488,417011,7261,60823,44504,756596,20749,270660,21.92
2021-04-09,18-49,20362,822325,12801,429812,7501,68324,40664,797260,20302,290962,22.65
2021-04-10,18-49,13668,835993,10110,439922,4351,72675,28129,825389,14461,305423,22.21
2021-04-11,18-49,10796,846789,5996,445918,6777,79452,23569,848958,12773,318196,22.51
2021-04-12,18-49,15195,861984,14217,460135,6245,85697,35657,884615,20462,338658,23.02
2021-04-13,18-49,25349,887333,14901,475036,220,85917,40470,925085,15121,353779,23.22
2021-04-14,18-49,24739,912072,15117,490153,103,86020,39959,965044,15220,368999,23.56
2021-04-15,18-49,25769,937841,15299,505452,87,86107,41155,1006199,15386,384385,22.91
2021-04-16,18-49,22156,959997,15404,520856,11,86118,37571,1043770,15415,399800,22.71
2021-04-17,18-49,19844,979841,8908,529764,4,86122,28756,1072526,8912,408712,21.97
2021-04-18,18-49,12217,992058,7014,536778,4,86126,19235,1091761,7018,415730,21.13
2021-04-19,18-49,17588,1009646,14852,551630,25,86151,32465,1124226,14877,430607,20.76
2021-04-20,18-49,18039,1027685,17575,569205,9,86160,35623,1159849,17584,448191,19.94
2021-04-21,18-49,24183,1051868,20391,589596,12,86172,44586,1204435,20403,468594,19.37
2021-04-22,18-49,21626,1073494,18845,608441,14,86186,40485,1244920,18859,487453,18.42
2021-04-23,18-49,19750,1093244,18081,626522,12,86198,37843,1282763,18093,505546,17.7
2021-04-24,18-49,16330,1109574,14796,641318,48,86246,31174,1313937,14844,520390,17.08
2021-04-25,18-49,11846,1121420,4812,646130,12,86258,16670,1330607,4824,525214,16.91
2021-04-26,18-49,15992,1137412,15417,661547,94,86352,31503,1362110,15511,540725,16.32
2021-04-27,18-49,16051,1153463,17656,679203,588,86940,34295,1396405,18244,558969,15.84
2021-04-28,18-49,17192,1170655,20871,700074,722,87662,38785,1435190,21593,580562,15.28
2021-04-29,18-49,16112,1186767,21083,721157,768,88430,37963,1473153,21851,602413,14.76
2021-04-30,18-49,17368,1204135,18267,739424,855,89285,36490,1509643,19122,621535,14.15
2021-05-01,18-49,11952,1216087,14637,754061,588,89873,27177,1536820,15225,636760,13.54
2021-05-02,18-49,5902,1221989,9415,763476,497,90370,15814,1552634,9912,646672,13.46
2021-05-03,18-49,7551,1229540,15883,779359,1046,91416,24480,1577114,16929,663601,13.04
2021-05-04,18-49,7963,1237503,22703,802062,871,92287,31537,1608651,23574,687175,12.28
2021-05-05,18-49,10931,1248434,21409,823471,1024,93311,33364,1642015,22433,709608,11.36
2021-05-06,18-49,10044,1258478,23292,846763,874,94185,34210,1676225,24166,733774,10.95
2021-05-07,18-49,11073,1269551,21789,868552,1007,95192,33869,1710094,22796,756570,10.28
2021-05-08,18-49,6663,1276214,17728,886280,741,95933,25132,1735226,18469,775039,9.77
2022-03-22,11 and Under,199,241791,343,210305,0,61,0,73286,0,38330,4.66
2022-03-23,11 and Under,199,241990,337,210642,1,62,537,73823,338,38668,4.62
2022-03-24,11 and Under,234,242224,333,210975,0,62,0,73823,0,38668,4.53
2022-03-25,11 and Under,212,242436,416,211391,0,62,0,73823,0,38668,4.63
2022-03-26,11 and Under,143,242579,245,211636,0,62,0,73823,0,38668,4.68
2022-03-27,11 and Under,34,242613,88,211724,0,62,0,73823,0,38668,4.77
2022-03-28,11 and Under,136,242749,212,211936,0,62,0,73823,0,38668,5
2022-03-29,11 and Under,192,242941,246,212182,0,62,0,73823,0,38668,5.09
2022-03-30,11 and Under,185,243126,259,212441,0,62,0,73823,0,38668,5.23
2022-03-31,11 and Under,180,243306,267,212708,0,62,0,73823,0,38668,5.34
2022-04-01,11 and Under,253,243559,311,213019,0,62,0,73823,0,38668,5.49
2022-04-02,11 and Under,117,243676,139,213158,0,62,0,73823,0,38668,5.59
2022-04-03,11 and Under,46,243722,82,213240,0,62,0,73823,0,38668,5.82
2022-04-04,11 and Under,128,243850,148,213388,0,62,0,73823,0,38668,5.87
2022-04-05,11 and Under,160,244010,145,213533,0,62,0,73823,0,38668,6.44
2022-04-06,11 and Under,171,244181,184,213717,0,62,0,73823,0,38668,6.6
2022-04-07,11 and Under,173,244354,192,213909,0,62,0,73823,0,38668,7.09
2022-04-08,11 and Under,179,244533,266,214175,0,62,0,73823,0,38668,7.58
2022-04-09,11 and Under,89,244622,150,214325,0,62,0,73823,0,38668,8.15
2022-04-10,11 and Under,34,244656,41,214366,0,62,0,73823,0,38668,8.45
2022-04-11,11 and Under,172,244828,158,214524,0,62,0,73823,0,38668,8.92
2022-04-12,11 and Under,214,245042,230,214754,0,62,0,73823,0,38668,8.75
2022-04-13,11 and Under,156,245198,197,214951,0,62,0,73823,0,38668,9.42
2022-04-14,11 and Under,202,245400,188,215139,0,62,0,73823,0,38668,9.76
2022-04-15,11 and Under,192,245592,183,215322,0,62,0,73823,0,38668,10.21
2022-04-16,11 and Under,72,245664,95,215417,0,62,0,73823,0,38668,10.59
2022-04-17,11 and Under,11,245675,16,215433,0,62,0,73823,0,38668,10.84
2022-04-18,11 and Under,120,245795,153,215586,0,62,0,73823,0,38668,11.24
2022-04-19,11 and Under,121,245916,134,215720,0,62,0,73823,0,38668,11.66
2022-04-20,11 and Under,67,245983,89,215809,0,62,0,73823,0,38668,12.3
2021-05-22,12-17,6781,154458,1437,52851,0,82,0,43579,0,11213,5.41
2021-05-23,12-17,3415,157873,859,53710,0,82,0,43579,0,11213,5.44
2021-05-24,12-17,4053,161926,809,54519,0,82,0,43579,0,11213,5.32
2021-05-25,12-17,3373,165299,1113,55632,1,83,4487,48066,1114,12327,4.99
2021-05-26,12-17,8614,173913,1849,57481,0,83,0,48066,0,12327,4.75
2021-05-27,12-17,2575,176488,1053,58534,1,84,3629,51695,1054,13381,4.29
2021-05-28,12-17,2991,179479,892,59426,0,84,0,51695,0,13381,3.5
2021-05-29,12-17,2987,182466,820,60246,0,84,0,51695,0,13381,3.51
2021-05-30,12-17,1423,183889,463,60709,0,84,0,51695,0,13381,3.25
2021-05-31,12-17,284,184173,202,60911,0,84,0,51695,0,13381,3.11
2021-06-01,12-17,2034,186207,1071,61982,0,84,0,51695,0,13381,2.79
2021-06-02,12-17,3425,189632,2412,64394,0,84,0,51695,0,13381,2.6
2021-06-03,12-17,1718,191350,8891,73285,0,84,0,51695,0,13381,2.35
2021-06-04,12-17,1798,193148,9022,82307,4,88,10824,62519,9026,22407,2.23
2021-06-05,12-17,2209,195357,10821,93128,0,88,0,62519,0,22407,1.89
2021-06-06,12-17,1096,196453,3827,96955,0,88,0,62519,0,22407,1.81
2021-06-07,12-17,1718,198171,7576,104531,0,88,0,62519,0,22407,1.75
2021-06-08,12-17,1631,199802,8783,113314,1,89,10415,72934,8784,31191,1.9
2021-06-09,12-17,2694,202496,13113,126427,0,89,0,72934,0,31191,1.87
2021-06-10,12-17,1749,204245,7697,134124,1,90,9447,82381,7698,38889,1.79
2021-06-11,12-17,2032,206277,6069,140193,0,90,0,82381,0,38889,1.68
2021-06-12,12-17,1497,207774,6285,146478,1,91,7783,90164,6286,45175,1.63
2021-06-13,12-17,408,208182,3042,149520,0,91,0,90164,0,45175,1.57
2021-06-14,12-17,1478,209660,3235,152755,0,91,0,90164,0,45175,1.55
2021-06-15,12-17,1395,211055,4093,156848,0,91,0,90164,0,45175,1.43
2021-06-16,12-17,2133,213188,8299,165147,0,91,0,90164,0,45175,1.34
2021-06-17,12-17,1709,214897,2899,168046,1,92,4609,94773,2900,48075,1.27
2021-06-18,12-17,1583,216480,2989,171035,1,93,4573,99346,2990,51065,1.21
2021-06-19,12-17,1178,217658,2828,173863,0,93,0,99346,0,51065,1.12
2021-06-20,12-17,605,218263,1270,175133,0,93,0,99346,0,51065,1.07
2021-06-21,12-17,1462,219725,889,176022,0,93,0,99346,0,51065,1.03
2021-06-22,12-17,1313,221038,2024,178046,1,94,3338,102684,2025,53090,0.99
2021-06-23,12-17,1735,222773,3198,181244,0,94,0,102684,0,53090,0.95
2021-06-24,12-17,1359,224132,1629,182873,0,94,0,102684,0,53090,0.9
2021-06-25,12-17,1346,225478,1625,184498,0,94,0,102684,0,53090,0.9
2021-06-26,12-17,871,226349,1930,186428,0,94,0,102684,0,53090,0.96
2021-06-27,12-17,645,226994,895,187323,0,94,0,102684,0,53090,0.95
2021-06-28,12-17,1224,228218,1784,189107,1,95,3009,105693,1785,54875,0.92
2021-06-29,12-17,1175,229393,1562,190669,0,95,0,105693,0,54875,0.93
2021-06-30,12-17,1487,230880,2373,193042,0,95,0,105693,0,54875,0.95
2021-07-01,12-17,1251,232131,1673,194715,2,97,2926,108619,1675,56550,1
2021-07-02,12-17,1151,233282,1763,196478,0,97,0,108619,0,56550,1.08
2021-07-03,12-17,690,233972,1171,197649,1,98,1862,110481,1172,57722,1.07
2021-07-04,12-17,84,234056,126,197775,0,98,0,110481,0,57722,1.07
2021-07-05,12-17,912,234968,930,198705,0,98,0,110481,0,57722,1.1
2021-07-06,12-17,994,235962,1602,200307,0,98,0,110481,0,57722,1.08
2021-07-07,12-17,1060,237022,1901,202208,0,98,0,110481,0,57722,1.14
2021-07-08,12-17,1076,238098,1526,203734,0,98,0,110481,0,57722,1.28
2021-07-09,12-17,1145,239243,1591,205325,0,98,0,110481,0,57722,1.35
2021-03-23,50-64,15029,381719,3645,179053,675,18042,19349,253619,4320,72958,16.46
2021-03-24,50-64,16603,398322,4714,183767,591,18633,21908,275527,5305,78263,17.1
2021-03-25,50-64,17693,416015,4484,188251,1052,19685,23229,298756,5536,83799,17.59
2021-03-26,50-64,15599,431614,5384,193635,1040,20725,22023,320779,6424,90223,18.18
2021-03-27,50-64,10725,442339,3475,197110,1486,22211,15686,336465,4961,95184,18.95
2021-03-28,50-64,7794,450133,2544,199654,999,23210,11337,347802,3543,98727,19.78
2021-03-29,50-64,13258,463391,6090,205744,490,23700,19838,367640,6580,105307,20.21
2021-03-30,50-64,17503,480894,6218,211962,802,24502,24523,392163,7020,112327,20.66
2021-03-31,50-64,16209,497103,7711,219673,2450,26952,26370,418533,10161,122488,21.14
2021-04-01,50-64,18252,515355,9868,229541,2495,29447,30615,449148,12363,134851,21.37
2021-04-02,50-64,13938,529293,7643,237184,2476,31923,24057,473205,10119,144970,21.15
2021-04-03,50-64,7250,536543,4673,241857,1728,33651,13651,486856,6401,151371,21.94
2021-04-04,50-64,2845,539388,3002,244859,321,33972,6168,493024,3323,154694,21.53
2021-04-05,50-64,9315,548703,7881,252740,2597,36569,19793,512817,10478,165172,21.45
2021-04-06,50-64,13597,562300,8866,261606,3664,40233,26127,538944,12530,177702,21.7
2021-04-07,50-64,12075,574375,9781,271387,4563,44796,26419,565363,14344,192046,21.02
2021-04-08,50-64,14129,588504,10473,281860,4896,49692,29498,594861,15369,207415,21.92
2021-04-09,50-64,10298,598802,10410,292270,5546,55238,26254,621115,15956,223371,22.65
2021-04-10,50-64,7420,606222,8004,300274,2691,57929,18115,639230,10695,234066,22.21
2021-04-11,50-64,4990,611212,4794,305068,2932,60861,12716,651946,7726,241792,22.51
2021-04-12,50-64,6982,618194,11213,316281,3834,64695,22029,673975,15047,256839,23.02
2021-04-13,50-64,12622,630816,11919,328200,122,64817,24663,698638,12041,268880,23.22
2021-04-14,50-64,11087,641903,12593,340793,72,64889,23752,722390,12665,281545,23.56
2021-04-15,50-64,11442,653345,13679,354472,45,64934,25166,747556,13724,295269,22.91
2021-04-16,50-64,10148,663493,13695,368167,5,64939,23848,771404,13700,308969,22.71
2021-04-17,50-64,8155,671648,8115,376282,3,64942,16273,787677,8118,317087,21.97
2021-04-18,50-64,4945,676593,7402,383684,1,64943,12348,800025,7403,324490,21.13
2021-04-19,50-64,7975,684568,15013,398697,12,64955,23000,823025,15025,339515,20.76
2021-04-20,50-64,8203,692771,18387,417084,14,64969,26604,849629,18401,357916,19.94
2021-04-21,50-64,9855,702626,18429,435513,4,64973,28288,877917,18433,376349,19.37
2021-04-22,50-64,9459,712085,17650,453163,2,64975,27111,905028,17652,394001,18.42
2021-04-23,50-64,8837,720922,15586,468749,1,64976,24424,929452,15587,409588,17.7
2021-04-24,50-64,6641,727563,10393,479142,25,65001,17059,946511,10418,420006,17.08
2021-04-25,50-64,4671,732234,3147,482289,9,65010,7827,954338,3156,423162,16.91
2021-04-26,50-64,6717,738951,12493,494782,71,65081,19281,973619,12564,435726,16.32
2021-04-27,50-64,7115,746066,12000,506782,370,65451,19485,993104,12370,448096,15.84
2021-04-28,50-64,7093,753159,14062,520844,473,65924,21628,1014732,14535,462631,15.28
2021-04-29,50-64,7279,760438,13663,534507,498,66422,21440,1036172,14161,476792,14.76
2021-04-30,50-64,7324,767762,10800,545307,557,66979,18681,1054853,11357,488149,14.15
2021-05-01,50-64,4729,772491,7999,553306,359,67338,13087,1067940,8358,496507,13.54
2021-05-02,50-64,2154,774645,4319,557625,260,67598,6733,1074673,4579,501086,13.46
2021-05-03,50-64,3143,777788,8120,565745,637,68235,11900,1086573,8757,509843,13.04
2021-05-04,50-64,3509,781297,12096,577841,604,68839,16209,1102782,12700,522543,12.28
2021-05-05,50-64,4736,786033,11070,588911,659,69498,16465,1119247,11729,534272,11.36
2021-05-06,50-64,4272,790305,12378,601289,627,70125,17277,1136524,13005,547277,10.95
2021-05-07,50-64,4114,794419,10323,611612,631,70756,15068,1151592,10954,558231,10.28
2021-05-08,50-64,2404,796823,8431,620043,438,71194,11273,1162865,8869,567100,9.77
2021-05-09,18-49,3325,1279539,7303,893583,409,96342,11037,1746263,7712,782751,9.2
2021-05-10,18-49,5312,1284851,17828,911411,746,97088,23886,1770149,18574,801325,8.96
2021-05-11,18-49,7710,1292561,18302,929713,770,97858,26782,1796931,19072,820397,8.46
2021-05-12,18-49,7906,1300467,22631,952344,1121,98979,31658,1828589,23752,844149,8.22
2021-05-13,18-49,7260,1307727,20494,972838,700,99679,28454,1857043,21194,865343,7.61
2021-05-14,18-49,9154,1316881,17599,990437,969,100648,27722,1884765,18568,883911,6.96
2021-05-15,18-49,6778,1323659,14362,1004799,940,101588,22080,1906845,15302,899213,6.8
2021-05-16,18-49,3396,1327055,10873,1015672,707,102295,14976,1921821,11580,910793,6.65
2021-05-17,18-49,6215,1333270,15944,1031616,1166,103461,23325,1945146,17110,927903,6.21
2021-05-18,18-49,8566,1341836,18731,1050347,1157,104618,28454,1973600,19888,947791,5.89
2021-05-19,18-49,9816,1351652,19428,1069775,987,105605,30231,2003831,20415,968206,5.53
2021-05-20,18-49,9115,1360767,19621,1089396,1169,106774,29905,2033736,20790,988996,5.36
2021-05-21,18-49,8570,1369337,18505,1107901,945,107719,28020,2061756,19450,1008446,5.7
2021-05-22,18-49,6846,1376183,11934,1119835,816,108535,19596,2081352,12750,1021196,5.41
2021-05-23,18-49,4076,1380259,7202,1127037,653,109188,11931,2093283,7855,1029051,5.44
2021-05-24,18-49,6257,1386516,10222,1137259,904,110092,17383,2110666,11126,1040177,5.32
2021-05-25,18-49,6677,1393193,10920,1148179,809,110901,18406,2129072,11729,1051906,4.99
2021-05-26,18-49,7007,1400200,11436,1159615,927,111828,19370,2148442,12363,1064269,4.75
2021-05-27,18-49,6010,1406210,10532,1170147,649,112477,17191,2165633,11181,1075450,4.29
