Date,County,Cases,Deaths
2021-07-14,Cecil,6388,152
2021-07-14,Charles,11004,214
2021-07-14,Dorchester,2857,64
2021-07-14,Frederick,19882,334
2021-07-14,Garrett,2056,64
2021-07-14,Harford,16696,295
2021-07-14,Howard,19390,248
2021-07-14,Kent,1361,49
2021-07-14,Montgomery,71369,1577
2021-07-14,Prince_Georges,85781,1559
2021-07-14,Queen_Annes,3015,51
2021-07-14,Somerset,2627,41
2021-07-14,St_Marys,6088,132
2021-07-14,Talbot,2187,44
2021-07-14,Washington,14690,329
2021-07-14,Wicomico,7751,174
2021-07-14,Worcester,3713,105
2021-07-15,Allegany,7071,211
2021-07-15,Anne_Arundel,44107,651
2021-07-15,Baltimore,66112,1647
2021-07-15,Baltimore_City,53247,1235
2021-07-15,Calvert,4247,85
2021-07-15,Caroline,2358,30
2021-07-15,Carroll,9549,248
2021-07-15,Cecil,6395,152
2021-07-15,Charles,11005,214
2021-07-15,Dorchester,2857,64
2021-07-15,Frederick,19889,334
2021-07-15,Garrett,2057,64
2021-07-15,Harford,16699,295
2021-07-15,Howard,19399,248
2021-07-15,Kent,1361,49
2021-07-15,Montgomery,71396,1577
2021-07-15,Prince_Georges,85836,1559
2021-07-15,Queen_Annes,3015,51
2021-07-15,Somerset,2627,42
2021-07-15,St_Marys,6088,132
2021-07-15,Talbot,2188,44
2021-07-15,Washington,14693,329
2021-07-15,Wicomico,7754,174
2021-07-15,Worcester,3715,105
2021-07-16,Allegany,7072,211
2021-07-16,Anne_Arundel,44125,653
2021-07-16,Baltimore,66127,1648
2021-07-16,Baltimore_City,53267,1235
2021-07-16,Calvert,4251,85
2021-07-16,Caroline,2359,30
2021-07-16,Carroll,9552,248
2021-07-16,Cecil,6398,152
2021-07-16,Charles,11015,214
2021-07-16,Dorchester,2857,64
2021-07-16,Frederick,19897,334
2021-07-16,Garrett,2057,64
2021-07-16,Harford,16703,295
2021-07-16,Howard,19406,248
2021-07-16,Kent,1362,49
2021-07-16,Montgomery,71432,1577
2021-07-16,Prince_Georges,85875,1560
2021-07-16,Queen_Annes,3017,51
2021-07-16,Somerset,2628,42
2021-07-16,St_Marys,6091,132
2021-07-16,Talbot,2188,44
2021-07-16,Washington,14697,329
2021-07-16,Wicomico,7757,174
2021-07-16,Worcester,3715,105
2021-07-17,Allegany,7076,211
2021-07-17,Anne_Arundel,44158,653
2021-07-17,Baltimore,66149,1648
2021-07-17,Baltimore_City,53277,1235
2021-07-17,Calvert,4252,85
2021-07-17,Caroline,2359,30
2021-07-17,Carroll,9556,248
2021-07-17,Cecil,6399,152
2021-07-17,Charles,11020,214
2021-07-17,Dorchester,2858,64
2021-07-17,Frederick,19903,334
2021-07-17,Garrett,2058,64
2021-07-17,Harford,16710,296
2021-07-17,Howard,19413,248
2021-07-17,Kent,1362,49
2021-07-17,Montgomery,71462,1577
2021-07-17,Prince_Georges,85921,1561
2021-07-17,Queen_Annes,3017,51
2021-07-17,Somerset,2628,42
2021-07-17,St_Marys,6093,132
2021-07-17,Talbot,2189,44
2021-07-17,Washington,14698,330
2021-07-17,Wicomico,7757,174
2021-07-17,Worcester,3716,105
2021-07-18,Allegany,7077,211
2021-07-18,Anne_Arundel,44169,653
2021-07-18,Baltimore,66175,1648
2021-07-18,Baltimore_City,53292,1235
2021-07-18,Calvert,4254,85
2021-07-18,Caroline,2359,30
2021-07-18,Carroll,9560,248
2021-07-18,Cecil,6404,152
2021-07-18,Charles,11024,215
2021-07-18,Dorchester,2858,64
2021-07-18,Frederick,19905,334
2021-07-18,Garrett,2058,64
2021-07-18,Harford,16716,296
2021-07-18,Howard,19421,248
2021-07-18,Kent,1362,49
2021-07-18,Montgomery,71493,1577
2021-07-18,Prince_Georges,85963,1561
2021-07-18,Queen_Annes,3017,51
2021-07-18,Somerset,2628,42
2021-07-18,St_Marys,6094,132
2021-07-18,Talbot,2189,44
2021-07-18,Washington,14700,330
2021-07-18,Wicomico,7760,174
2021-07-18,Worcester,3719,105
2021-07-19,Allegany,7078,211
2021-07-19,Anne_Arundel,44177,653
2021-07-19,Baltimore,66191,1648
2021-07-19,Baltimore_City,53300,1235
2021-07-19,Calvert,4256,85
2021-07-19,Caroline,2360,30
2021-07-19,Carroll,9566,248
2021-07-19,Cecil,6409,152
2021-07-19,Charles,11034,215
2021-07-19,Dorchester,2861,64
2021-07-19,Frederick,19909,334
2021-07-19,Garrett,2058,64
2021-07-19,Harford,16722,296
2021-07-19,Howard,19426,248
2021-07-19,Kent,1362,49
2021-07-19,Montgomery,71519,1577
2021-07-19,Prince_Georges,85986,1561
2021-07-19,Queen_Annes,3017,51
2021-07-19,Somerset,2630,42
2021-07-19,St_Marys,6097,132
2021-07-19,Talbot,2190,44
2021-07-19,Washington,14705,330
2021-07-19,Wicomico,7764,174
2021-07-19,Worcester,3719,105
2021-07-20,Allegany,7078,211
2021-07-20,Anne_Arundel,44189,653
2021-07-20,Baltimore,66207,1649
2021-07-20,Baltimore_City,53325,1236
2021-07-20,Calvert,4257,85
2021-07-20,Caroline,2360,30
2021-07-20,Carroll,9572,249
2021-07-20,Cecil,6410,152
2021-07-20,Charles,11040,215
2021-07-20,Dorchester,2862,64
2021-07-20,Frederick,19916,334
2021-07-20,Garrett,2058,64
2021-07-20,Harford,16730,296
2021-07-20,Howard,19438,248
2021-07-20,Kent,1362,49
2021-07-20,Montgomery,71538,1577
2021-07-20,Prince_Georges,86014,1561
2021-07-20,Queen_Annes,3018,51
2021-07-20,Somerset,2630,42
2021-07-20,St_Marys,6101,132
2021-07-20,Talbot,2191,44
2021-07-20,Washington,14705,330
2021-07-20,Wicomico,7770,174
2021-07-20,Worcester,3720,105
2021-07-21,Allegany,7078,211
2021-07-21,Anne_Arundel,44210,653
2021-07-21,Baltimore,66229,1649
2021-07-21,Baltimore_City,53355,1237
2021-07-21,Calvert,4257,85
2021-07-21,Caroline,2361,30
2021-07-21,Carroll,9574,249
2021-07-21,Cecil,6412,153
2021-07-21,Charles,11045,215
2021-07-21,Dorchester,2862,64
2021-07-21,Frederick,19925,334
2021-07-21,Garrett,2058,64
2021-07-21,Harford,16741,296
2021-07-21,Howard,19448,251
2021-07-21,Kent,1363,49
2021-07-21,Montgomery,71579,1577
2021-07-21,Prince_Georges,86073,1561
2021-07-21,Queen_Annes,3021,51
2021-07-21,Somerset,2631,42
2021-07-21,St_Marys,6110,132
2021-07-21,Talbot,2194,45
2021-07-21,Washington,14713,330
2021-07-21,Wicomico,7775,174
2021-07-21,Worcester,3721,105
2021-07-22,Allegany,7081,211
2021-07-22,Anne_Arundel,44245,654
2021-07-22,Baltimore,66252,1649
2021-07-22,Baltimore_City,53373,1237
2021-07-22,Calvert,4264,85
2021-07-22,Caroline,2363,30
2021-07-22,Carroll,9583,249
2021-07-22,Cecil,6422,153
2021-07-22,Charles,11059,215
2021-07-22,Dorchester,2865,64
2021-07-22,Frederick,19942,334
2021-07-22,Garrett,2060,64
2021-07-22,Harford,16747,296
2021-07-22,Howard,19463,252
2021-07-22,Kent,1363,49
2021-07-22,Montgomery,71636,1579
2021-07-22,Prince_Georges,86125,1562
2021-07-22,Queen_Annes,3023,51
2021-07-22,Somerset,2632,42
2021-07-22,St_Marys,6119,132
2021-07-22,Talbot,2195,45
2021-07-22,Washington,14723,330
2021-07-22,Wicomico,7781,174
2021-07-22,Worcester,3722,105
2021-07-23,Allegany,7082,211
2021-07-23,Anne_Arundel,44284,654
2021-07-23,Baltimore,66296,1649
2021-07-23,Baltimore_City,53387,1238
2021-07-23,Calvert,4270,85
2021-07-23,Caroline,2363,30
2021-07-23,Carroll,9585,249
2021-07-23,Cecil,6431,154
2021-07-23,Charles,11066,215
2021-07-23,Dorchester,2865,64
2021-07-23,Frederick,19953,334
2021-07-23,Garrett,2061,64
2021-07-23,Harford,16763,297
2021-07-23,Howard,19476,252
2021-07-23,Kent,1365,49
2021-07-23,Montgomery,71691,1579
2021-07-23,Prince_Georges,86175,1562
2021-07-23,Queen_Annes,3026,51
2021-07-23,Somerset,2633,42
2021-07-23,St_Marys,6122,132
2021-07-23,Talbot,2196,45
2021-07-23,Washington,14727,330
2021-07-23,Wicomico,7786,174
2021-07-23,Worcester,3723,105
2021-07-24,Allegany,7084,211
2021-07-24,Anne_Arundel,44318,654
2021-07-24,Baltimore,66335,1650
2021-07-24,Baltimore_City,53413,1239
2021-07-24,Calvert,4274,85
2021-07-24,Caroline,2363,30
2021-07-24,Carroll,9589,249
2021-07-24,Cecil,6444,154
2021-07-24,Charles,11077,215
2021-07-24,Dorchester,2866,64
2021-07-24,Frederick,19960,334
2021-07-24,Garrett,2066,65
2021-07-24,Harford,16775,297
2021-07-24,Howard,19487,252
2021-07-24,Kent,1365,49
2021-07-24,Montgomery,71742,1580
2021-07-24,Prince_Georges,86236,1562
2021-07-24,Queen_Annes,3029,51
2021-07-24,Somerset,2633,42
2021-07-24,St_Marys,6134,132
2021-07-24,Talbot,2198,45
2021-07-24,Washington,14733,330
2021-07-24,Wicomico,7795,174
2021-07-24,Worcester,3727,105
2021-07-25,Allegany,7087,211
2021-07-25,Anne_Arundel,44343,654
2021-07-25,Baltimore,66370,1650
2021-07-25,Baltimore_City,53455,1239
2021-07-25,Calvert,4282,85
2021-07-25,Caroline,2365,30
2021-07-25,Carroll,9592,249
2021-07-25,Cecil,6448,155
2021-07-25,Charles,11088,215
2021-07-25,Dorchester,2868,64
2021-07-25,Frederick,19978,334
2021-07-25,Garrett,2068,65
2021-07-25,Harford,16792,297
2021-07-25,Howard,19494,252
2021-07-25,Kent,1365,49
2021-07-25,Montgomery,71788,1580
2021-07-25,Prince_Georges,86286,1562
2021-07-25,Queen_Annes,3029,51
2021-07-25,Somerset,2633,42
2021-07-25,St_Marys,6146,132
2021-07-25,Talbot,2202,45
2021-07-25,Washington,14737,330
2021-07-25,Wicomico,7803,174
2021-07-25,Worcester,3730,105
2021-07-26,Allegany,7088,211
2021-07-26,Anne_Arundel,44373,654
2021-07-26,Baltimore,66398,1650
2021-07-26,Baltimore_City,53475,1239
2021-07-26,Calvert,4285,85
2021-07-26,Caroline,2365,30
2021-07-26,Carroll,9597,250
2021-07-26,Cecil,6452,155
2021-07-26,Charles,11100,215
2021-07-26,Dorchester,2869,64
2021-07-26,Frederick,19988,334
2021-07-26,Garrett,2069,65
2021-07-26,Harford,16801,297
2021-07-26,Howard,19498,252
2021-07-26,Kent,1366,49
2021-07-26,Montgomery,71842,1580
2021-07-26,Prince_Georges,86343,1562
2021-07-26,Queen_Annes,3029,51
2021-07-26,Somerset,2633,42
2021-07-26,St_Marys,6153,132
2021-07-26,Talbot,2202,45
2021-07-26,Washington,14738,330
2021-07-26,Wicomico,7808,174
2021-07-26,Worcester,3733,105
2021-07-27,Allegany,7091,211
2021-07-27,Anne_Arundel,44401,654
2021-07-27,Baltimore,66431,1650
2021-07-27,Baltimore_City,53510,1240
2021-07-27,Calvert,4285,85
2021-07-27,Caroline,2365,30
2021-07-27,Carroll,9602,250
2021-07-27,Cecil,6456,155
2021-07-27,Charles,11110,216
2021-07-27,Dorchester,2871,64
2021-07-27,Frederick,20003,335
2021-07-27,Garrett,2069,65
2021-07-27,Harford,16811,297
2021-07-27,Howard,19541,252
2021-07-27,Kent,1366,49
2021-07-27,Montgomery,71873,1581
2021-07-27,Prince_Georges,86404,1562
2021-07-27,Queen_Annes,3032,51
2021-07-27,Somerset,2634,42
2021-07-27,St_Marys,6159,132
2021-07-27,Talbot,2203,45
2021-07-27,Washington,14747,330
2021-07-27,Wicomico,7815,174
2021-07-27,Worcester,3735,105
2021-07-28,Allegany,7092,211
2021-07-28,Anne_Arundel,44451,654
2021-07-28,Baltimore,66500,1650
2021-07-28,Baltimore_City,53537,1240
2021-07-28,Calvert,4290,85
2021-07-28,Caroline,2367,30
2021-07-28,Carroll,9608,250
2021-07-28,Cecil,6476,156
2021-07-28,Charles,11120,215
2021-07-28,Dorchester,2871,64
2021-07-28,Frederick,20014,335
2021-07-28,Garrett,2069,65
2021-07-28,Harford,16826,297
2021-07-28,Howard,19562,252
2021-07-28,Kent,1365,49
2021-07-28,Montgomery,71930,1582
2021-07-28,Prince_Georges,86487,1562
2021-07-28,Queen_Annes,3032,51
2021-07-28,Somerset,2634,42
2021-07-28,St_Marys,6170,132
2021-07-28,Talbot,2206,45
2021-07-28,Washington,14756,330
2021-07-28,Wicomico,7829,174
2021-07-28,Worcester,3738,105
2021-07-29,Allegany,7097,211
2021-07-29,Anne_Arundel,44530,654
2021-07-29,Baltimore,66562,1650
2021-07-29,Baltimore_City,53580,1240
2021-07-29,Calvert,4305,85
2021-07-29,Caroline,2373,30
2021-07-29,Carroll,9613,250
2021-07-29,Cecil,6485,156
2021-07-29,Charles,11146,215
2021-07-29,Dorchester,2874,64
2021-07-29,Frederick,20032,335
2021-07-29,Garrett,2069,65
2021-07-29,Harford,16853,298
2021-07-29,Howard,19577,252
2021-07-29,Kent,1366,49
2021-07-29,Montgomery,71991,1582
2021-07-29,Prince_Georges,86572,1562
2021-07-29,Queen_Annes,3036,51
2021-07-29,Somerset,2638,42
2021-07-29,St_Marys,6182,132
2021-07-29,Talbot,2208,45
2021-07-29,Washington,14765,330
2021-07-29,Wicomico,7839,174
2021-07-29,Worcester,3742,105
2021-07-30,Allegany,7098,211
2021-07-30,Anne_Arundel,44575,654
2021-07-30,Baltimore,66620,1650
2021-07-30,Baltimore_City,53643,1240
2021-07-30,Calvert,4309,85
2021-07-30,Caroline,2376,30
2021-07-30,Carroll,9621,250
2021-07-30,Cecil,6495,156
2021-07-30,Charles,11161,215
2021-07-30,Dorchester,2882,64
2021-07-30,Frederick,20056,335
2021-07-30,Garrett,2071,65
2021-07-30,Harford,16878,298
2021-07-30,Howard,19592,252
2021-07-30,Kent,1367,49
2021-07-30,Montgomery,72088,1583
2021-07-30,Prince_Georges,86656,1563
2021-07-30,Queen_Annes,3039,51
2021-07-30,Somerset,2637,42
2021-07-30,St_Marys,6199,132
2021-07-30,Talbot,2211,45
2021-07-30,Washington,14782,330
2021-07-30,Wicomico,7857,174
2021-07-30,Worcester,3748,105
2021-07-31,Allegany,7104,211
2021-07-31,Anne_Arundel,44626,654
2021-07-31,Baltimore,66693,1651
2021-07-31,Baltimore_City,53692,1240
2021-07-31,Calvert,4316,85
2021-07-31,Caroline,2377,30
2021-07-31,Carroll,9630,250
2021-07-31,Cecil,6507,157
2021-07-31,Charles,11190,215
2021-07-31,Dorchester,2895,64
2021-07-31,Frederick,20079,335
2021-07-31,Garrett,2072,65
2021-07-31,Harford,16896,298
2021-07-31,Howard,19619,253
2021-07-31,Kent,1368,49
2021-07-31,Montgomery,72186,1583
2021-07-31,Prince_Georges,86765,1563
2021-07-31,Queen_Annes,3045,52
2021-07-31,Somerset,2639,42
2021-07-31,St_Marys,6216,132
2021-07-31,Talbot,2212,45
2021-07-31,Washington,14791,330
2021-07-31,Wicomico,7876,175
2021-07-31,Worcester,3754,105
2021-08-01,Allegany,7110,211
2021-08-01,Anne_Arundel,44682,654
2021-08-01,Baltimore,66744,1651
2021-08-01,Baltimore_City,53743,1241
2021-08-01,Calvert,4327,85
2021-08-01,Caroline,2378,30
2021-08-01,Carroll,9640,251
2021-08-01,Cecil,6517,157
2021-08-01,Charles,11211,215
2021-08-01,Dorchester,2903,64
2021-08-01,Frederick,20103,335
2021-08-01,Garrett,2074,65
2021-08-01,Harford,16918,298
2021-08-01,Howard,19634,253
2021-08-01,Kent,1371,49
2021-08-01,Montgomery,72276,1583
2021-08-01,Prince_Georges,86871,1564
2021-08-01,Queen_Annes,3046,52
2021-08-01,Somerset,2641,42
2021-08-01,St_Marys,6229,132
2021-08-01,Talbot,2217,45
2021-08-01,Washington,14804,330
2021-08-01,Wicomico,7892,175
2021-08-01,Worcester,3764,105
2021-08-02,Allegany,7111,211
2021-08-02,Anne_Arundel,44721,654
2021-08-02,Baltimore,66797,1651
2021-08-02,Baltimore_City,53777,1241
2021-08-02,Calvert,4337,85
2021-08-02,Caroline,2384,30
2021-08-02,Carroll,9644,251
2021-08-02,Cecil,6522,157
2021-08-02,Charles,11231,215
2021-08-02,Dorchester,2916,64
2021-08-02,Frederick,20129,335
2021-08-02,Garrett,2074,65
2021-08-02,Harford,16934,298
2021-08-02,Howard,19646,253
2021-08-02,Kent,1371,49
2021-08-02,Montgomery,72342,1583
2021-08-02,Prince_Georges,86971,1564
2021-08-02,Queen_Annes,3047,52
2021-08-02,Somerset,2644,42
2021-08-02,St_Marys,6243,132
2021-08-02,Talbot,2218,45
2021-08-02,Washington,14815,330
2021-08-02,Wicomico,7899,175
2021-08-02,Worcester,3769,105
2021-08-03,Allegany,7115,211
2021-08-03,Anne_Arundel,44760,654
2021-08-03,Baltimore,66839,1651
2021-08-03,Baltimore_City,53809,1241
2021-08-03,Calvert,4337,85
2021-08-03,Caroline,2384,30
2021-08-03,Carroll,9647,251
2021-08-03,Cecil,6534,157
2021-08-03,Charles,11244,215
2021-08-03,Dorchester,2918,64
2021-08-03,Frederick,20152,335
2021-08-03,Garrett,2075,65
2021-08-03,Harford,16952,298
2021-08-03,Howard,19662,254
2021-08-03,Kent,1372,49
2021-08-03,Montgomery,72383,1583
2021-08-03,Prince_Georges,87051,1566
2021-08-03,Queen_Annes,3049,53
2021-08-03,Somerset,2646,42
2021-08-03,St_Marys,6248,132
2021-08-03,Talbot,2218,45
2021-08-03,Washington,14817,330
2021-08-03,Wicomico,7924,176
2021-08-03,Worcester,3774,105
2021-08-04,Allegany,7116,213
2021-08-04,Anne_Arundel,44836,654
2021-08-04,Baltimore,66921,1651
2021-08-04,Baltimore_City,53876,1242
2021-08-04,Calvert,4339,85
2021-08-04,Caroline,2386,30
2021-08-04,Carroll,9655,251
2021-08-04,Cecil,6545,157
2021-08-04,Charles,11273,215
2021-08-04,Dorchester,2924,64
2021-08-04,Frederick,20195,335
2021-08-04,Garrett,2077,65
2021-08-04,Harford,16980,298
2021-08-04,Howard,19673,255
2021-08-04,Kent,1374,49
2021-08-04,Montgomery,72481,1583
2021-08-04,Prince_Georges,87196,1566
2021-08-04,Queen_Annes,3050,53
2021-08-04,Somerset,2652,42
2021-08-04,St_Marys,6260,132
2021-08-04,Talbot,2220,45
2021-08-04,Washington,14850,330
2021-08-04,Wicomico,7946,176
2021-08-04,Worcester,3780,105
2021-08-05,Allegany,7133,213
2021-08-05,Anne_Arundel,44932,656
2021-08-05,Baltimore,67003,1652
2021-08-05,Baltimore_City,53938,1242
2021-08-05,Calvert,4348,85
2021-08-05,Caroline,2388,30
2021-08-05,Carroll,9672,251
2021-08-05,Cecil,6566,157
2021-08-05,Charles,11291,215
2021-08-05,Dorchester,2929,64
2021-08-05,Frederick,20230,337
2021-08-05,Garrett,2079,65
2021-08-05,Harford,17012,298
2021-08-05,Howard,19692,255
2021-08-05,Kent,1378,49
2021-08-05,Montgomery,72596,1583
2021-08-05,Prince_Georges,87313,1566
2021-08-05,Queen_Annes,3052,53
2021-08-05,Somerset,2655,42
2021-08-05,St_Marys,6277,132
2021-08-05,Talbot,2223,45
2021-08-05,Washington,14875,330
2021-08-05,Wicomico,7967,177
2021-08-05,Worcester,3785,105
2021-08-06,Allegany,7142,213
2021-08-06,Anne_Arundel,45008,656
2021-08-06,Baltimore,67125,1652
2021-08-06,Baltimore_City,54010,1242
2021-08-06,Calvert,4358,85
2021-08-06,Caroline,2393,30
2021-08-06,Carroll,9681,251
2021-08-06,Cecil,6590,159
2021-08-06,Charles,11339,215
2021-08-06,Dorchester,2947,64
2021-08-06,Frederick,20274,337
2021-08-06,Garrett,2083,65
2021-08-06,Harford,17044,298
2021-08-06,Howard,19725,255
2021-08-06,Kent,1379,49
2021-08-06,Montgomery,72714,1584
2021-08-06,Prince_Georges,87492,1567
2021-08-06,Queen_Annes,3054,54
2021-08-06,Somerset,2661,42
2021-08-06,St_Marys,6292,132
2021-08-06,Talbot,2230,45
2021-08-06,Washington,14895,330
2021-08-06,Wicomico,7994,178
2021-08-06,Worcester,3794,105
2021-08-07,Allegany,7160,213
2021-08-07,Anne_Arundel,45091,655
2021-08-07,Baltimore,67227,1653
2021-08-07,Baltimore_City,54103,1242
2021-08-07,Calvert,4369,85
2021-08-07,Caroline,2395,30
2021-08-07,Carroll,9695,251
2021-08-07,Cecil,6611,159
2021-08-07,Charles,11386,215
2021-08-07,Dorchester,2950,64
2021-08-07,Frederick,20314,338
2021-08-07,Garrett,2087,65
2021-08-07,Harford,17078,298
2021-08-07,Howard,19755,255
2021-08-07,Kent,1381,49
2021-08-07,Montgomery,72825,1585
2021-08-07,Prince_Georges,87681,1567
2021-08-07,Queen_Annes,3060,54
2021-08-07,Somerset,2665,42
2021-08-07,St_Marys,6308,132
2021-08-07,Talbot,2231,45
2021-08-07,Washington,14910,330
2021-08-07,Wicomico,8034,179
2021-08-07,Worcester,3800,105
2021-08-08,Allegany,7172,213
2021-08-08,Anne_Arundel,45158,655
2021-08-08,Baltimore,67298,1654
2021-08-08,Baltimore_City,54172,1242
2021-08-08,Calvert,4378,85
2021-08-08,Caroline,2403,30
2021-08-08,Carroll,9706,251
2021-08-08,Cecil,6624,159
2021-08-08,Charles,11432,215
2021-08-08,Dorchester,2956,64
2021-08-08,Frederick,20355,338
2021-08-08,Garrett,2090,65
2021-08-08,Harford,17106,298
2021-08-08,Howard,19803,255
2021-08-08,Kent,1384,49
2021-08-08,Montgomery,72971,1585
2021-08-08,Prince_Georges,87852,1567
2021-08-08,Queen_Annes,3066,54
2021-08-08,Somerset,2666,42
2021-08-08,St_Marys,6328,132
2021-08-08,Talbot,2240,45
2021-08-08,Washington,14934,330
2021-08-08,Wicomico,8052,179
2021-08-08,Worcester,3823,105
2021-08-09,Allegany,7188,213
2021-08-09,Anne_Arundel,45203,655
2021-08-09,Baltimore,67361,1654
2021-08-09,Baltimore_City,54235,1242
2021-08-09,Calvert,4386,85
2021-08-09,Caroline,2404,30
2021-08-09,Carroll,9714,251
2021-08-09,Cecil,6631,159
2021-08-09,Charles,11449,215
2021-08-09,Dorchester,2970,64
2021-08-09,Frederick,20383,338
2021-08-09,Garrett,2090,65
2021-08-09,Harford,17122,298
2021-08-09,Howard,19820,255
2021-08-09,Kent,1384,49
2021-08-09,Montgomery,73058,1585
2021-08-09,Prince_Georges,87978,1567
2021-08-09,Queen_Annes,3068,54
2021-08-09,Somerset,2669,42
2021-08-09,St_Marys,6345,132
2021-08-09,Talbot,2241,45
2021-08-09,Washington,14946,330
2021-08-09,Wicomico,8077,179
2021-08-09,Worcester,3833,105
2021-08-10,Allegany,7189,213
2021-08-10,Anne_Arundel,45259,656
2021-08-10,Baltimore,67407,1656
2021-08-10,Baltimore_City,54282,1242
2021-08-10,Calvert,4394,85
2021-08-10,Caroline,2404,30
2021-08-10,Carroll,9723,252
2021-08-10,Cecil,6649,159
2021-08-10,Charles,11479,215
2021-08-10,Dorchester,2978,64
2021-08-10,Frederick,20423,338
2021-08-10,Garrett,2094,65
2021-08-10,Harford,17152,299
2021-08-10,Howard,19829,255
2021-08-10,Kent,1386,49
2021-08-10,Montgomery,73178,1586
2021-08-10,Prince_Georges,88102,1567
2021-08-10,Queen_Annes,3076,54
2021-08-10,Somerset,2681,42
2021-08-10,St_Marys,6360,132
2021-08-10,Talbot,2241,45
2021-08-10,Washington,14955,332
2021-08-10,Wicomico,8103,179
2021-08-10,Worcester,3840,105
2021-08-11,Allegany,7196,213
2021-08-11,Anne_Arundel,45342,656
2021-08-11,Baltimore,67524,1657
2021-08-11,Baltimore_City,54371,1242
2021-08-11,Calvert,4403,85
2021-08-11,Caroline,2409,31
2021-08-11,Carroll,9729,252
2021-08-11,Cecil,6666,159
2021-08-11,Charles,11510,215
2021-08-11,Dorchester,2984,64
2021-08-11,Frederick,20458,338
2021-08-11,Garrett,2097,65
2021-08-11,Harford,17185,299
2021-08-11,Howard,19858,255
2021-08-11,Kent,1386,49
2021-08-11,Montgomery,73308,1587
2021-08-11,Prince_Georges,88268,1567
2021-08-11,Queen_Annes,3080,54
2021-08-11,Somerset,2688,42
2021-08-11,St_Marys,6384,132
2021-08-11,Talbot,2248,45
2021-08-11,Washington,15001,333
2021-08-11,Wicomico,8130,179
2021-08-11,Worcester,3845,105
2021-08-12,Allegany,7210,213
2021-08-12,Anne_Arundel,45436,657
2021-08-12,Baltimore,67627,1656
2021-08-12,Baltimore_City,54469,1244
