OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
904,2021/08/11 15:00:00+00,18-49,3945,1635087,2350,1458043,290,138359,6585,2708288,2640,1389228
905,2021/08/12 15:00:00+00,18-49,3703,1638790,2273,1460316,293,138652,6269,2714557,2566,1391794
906,2021/08/13 15:00:00+00,18-49,4020,1642810,2777,1463093,261,138913,7058,2721615,3038,1394832
907,2021/08/14 15:00:00+00,18-49,2720,1645530,1746,1464839,208,139121,4674,2726289,1954,1396786
908,2021/08/15 15:00:00+00,18-49,1961,1647491,1531,1466370,125,139246,3617,2729906,1656,1398442
909,2021/08/16 15:00:00+00,18-49,3029,1650520,2616,1468986,261,139507,5906,2735812,2877,1401319
910,2021/08/17 15:00:00+00,18-49,3610,1654130,2766,1471752,255,139762,6631,2742443,3021,1404340
911,2021/08/18 15:00:00+00,18-49,3543,1657673,2814,1474566,340,140102,6697,2749140,3154,1407494
912,2021/08/19 15:00:00+00,18-49,3330,1661003,2888,1477454,290,140392,6508,2755648,3178,1410672
913,2021/08/20 15:00:00+00,18-49,3815,1664818,3445,1480899,273,140665,7533,2763181,3718,1414390
914,2021/08/21 15:00:00+00,18-49,2272,1667090,2114,1483013,146,140811,4532,2767713,2260,1416650
915,2021/08/22 15:00:00+00,18-49,1797,1668887,1830,1484843,83,140894,3710,2771423,1913,1418563
916,2021/08/23 15:00:00+00,18-49,3230,1672117,3218,1488061,201,141095,6649,2778072,3419,1421982
917,2021/08/24 15:00:00+00,18-49,3660,1675777,3160,1491221,291,141386,7111,2785183,3451,1425433
918,2021/08/25 15:00:00+00,18-49,3668,1679445,3250,1494471,306,141692,7224,2792407,3556,1428989
919,2021/08/26 15:00:00+00,18-49,3943,1683388,3387,1497858,268,141960,7598,2800005,3655,1432644
920,2021/08/27 15:00:00+00,18-49,3832,1687220,3825,1501683,210,142170,7867,2807872,4035,1436679
921,2021/08/28 15:00:00+00,18-49,2696,1689916,2624,1504307,162,142332,5482,2813354,2786,1439465
922,2021/08/29 15:00:00+00,18-49,2050,1691966,1957,1506264,62,142394,4069,2817423,2019,1441484
923,2021/08/30 15:00:00+00,18-49,3555,1695521,3491,1509755,198,142592,7244,2824667,3689,1445173
924,2021/08/31 15:00:00+00,18-49,3586,1699107,3337,1513092,212,142804,7135,2831802,3549,1448722
925,2021/09/01 15:00:00+00,18-49,3372,1702479,3168,1516260,259,143063,6799,2838601,3427,1452149
926,2021/09/02 15:00:00+00,18-49,3206,1705685,3149,1519409,214,143277,6569,2845170,3363,1455512
927,2021/09/03 15:00:00+00,18-49,3231,1708916,3589,1522998,198,143475,7018,2852188,3787,1459299
928,2021/09/04 15:00:00+00,18-49,1939,1710855,2212,1525210,105,143580,4256,2856444,2317,1461616
929,2021/09/05 15:00:00+00,18-49,1749,1712604,1645,1526855,87,143667,3481,2859925,1732,1463348
930,2021/09/06 15:00:00+00,18-49,587,1713191,622,1527477,51,143718,1260,2861185,673,1464021
931,2021/09/07 15:00:00+00,18-49,2891,1716082,3738,1531215,200,143918,6829,2868014,3938,1467959
932,2021/09/08 15:00:00+00,18-49,2990,1719072,3208,1534423,253,144171,6451,2874465,3461,1471420
933,2021/09/09 15:00:00+00,18-49,3161,1722233,3007,1537430,233,144404,6401,2880866,3240,1474660
934,2021/09/10 15:00:00+00,18-49,3494,1725727,3379,1540809,286,144690,7159,2888025,3665,1478325
935,2021/09/11 15:00:00+00,18-49,2165,1727892,2224,1543033,179,144869,4568,2892593,2403,1480728
936,2021/09/12 15:00:00+00,18-49,1724,1729616,1702,1544735,73,144942,3499,2896092,1775,1482503
937,2021/09/13 15:00:00+00,18-49,2987,1732603,2856,1547591,176,145118,6019,2902111,3032,1485535
938,2021/09/14 15:00:00+00,18-49,2917,1735520,3139,1550730,237,145355,6293,2908404,3376,1488911
939,2021/09/15 15:00:00+00,18-49,2885,1738405,3252,1553982,242,145597,6379,2914783,3494,1492405
940,2021/09/16 15:00:00+00,18-49,2610,1741015,3122,1557104,200,145797,5932,2920715,3322,1495727
941,2021/09/17 15:00:00+00,18-49,3051,1744066,3646,1560750,230,146027,6927,2927642,3876,1499603
942,2021/09/18 15:00:00+00,18-49,2104,1746170,2552,1563302,90,146117,4746,2932388,2642,1502245
943,2021/09/19 15:00:00+00,18-49,1447,1747617,1741,1565043,51,146168,3239,2935627,1792,1504037
944,2021/09/20 15:00:00+00,18-49,2261,1749878,2858,1567901,181,146349,5300,2940927,3039,1507076
945,2021/09/21 15:00:00+00,18-49,2564,1752442,3085,1570986,193,146542,5842,2946769,3278,1510354
946,2021/09/22 15:00:00+00,18-49,2390,1754832,2795,1573781,194,146736,5379,2952148,2989,1513343
947,2021/09/23 15:00:00+00,18-49,2315,1757147,2775,1576556,164,146900,5254,2957402,2939,1516282
948,2021/09/24 15:00:00+00,18-49,2699,1759846,3078,1579634,184,147084,5961,2963363,3262,1519544
949,2021/09/25 15:00:00+00,18-49,1675,1761521,1746,1581380,45,147129,3466,2966829,1791,1521335
950,2021/09/26 15:00:00+00,18-49,1191,1762712,1372,1582752,59,147188,2622,2969451,1431,1522766
951,2021/06/25 15:00:00+00,50-64,996,871799,1676,812060,194,85566,2866,1444230,1870,773489
952,2021/06/26 15:00:00+00,50-64,612,872411,987,813047,95,85661,1694,1445924,1082,774571
953,2021/06/27 15:00:00+00,50-64,393,872804,534,813581,39,85700,966,1446890,573,775144
954,2021/06/28 15:00:00+00,50-64,732,873536,1039,814620,142,85842,1913,1448803,1181,776325
955,2021/06/29 15:00:00+00,50-64,810,874346,1140,815760,130,85972,2080,1450883,1270,777595
956,2021/06/30 15:00:00+00,50-64,904,875250,1102,816862,151,86123,2157,1453040,1253,778848
957,2021/07/01 15:00:00+00,50-64,797,876047,1181,818043,128,86251,2106,1455146,1309,780157
958,2021/07/02 15:00:00+00,50-64,926,876973,1189,819232,145,86396,2260,1457406,1334,781491
959,2021/07/03 15:00:00+00,50-64,540,877513,656,819888,61,86457,1257,1458663,717,782208
960,2021/07/04 15:00:00+00,50-64,75,877588,80,819968,18,86475,173,1458836,98,782306
961,2021/07/05 15:00:00+00,50-64,565,878153,612,820580,77,86552,1254,1460090,689,782995
962,2021/07/06 15:00:00+00,50-64,749,878902,1110,821690,128,86680,1987,1462077,1238,784233
963,2021/07/07 15:00:00+00,50-64,744,879646,1063,822753,112,86792,1919,1463996,1175,785408
964,2021/07/08 15:00:00+00,50-64,781,880427,1099,823852,160,86952,2040,1466036,1259,786667
965,2021/07/09 15:00:00+00,50-64,937,881364,1237,825089,133,87085,2307,1468343,1370,788037
966,2021/07/10 15:00:00+00,50-64,557,881921,695,825784,89,87174,1341,1469684,784,788821
967,2021/07/11 15:00:00+00,50-64,370,882291,370,826154,45,87219,785,1470469,415,789236
968,2021/07/12 15:00:00+00,50-64,742,883033,830,826984,90,87309,1662,1472131,920,790156
969,2021/07/13 15:00:00+00,50-64,735,883768,846,827830,75,87384,1656,1473787,921,791077
970,2021/07/14 15:00:00+00,50-64,705,884473,893,828723,105,87489,1703,1475490,998,792075
971,2021/07/15 15:00:00+00,50-64,768,885241,858,829581,90,87579,1716,1477206,948,793023
972,2021/07/16 15:00:00+00,50-64,886,886127,1033,830614,97,87676,2016,1479222,1130,794153
973,2021/07/17 15:00:00+00,50-64,575,886702,591,831205,61,87737,1227,1480449,652,794805
974,2021/07/18 15:00:00+00,50-64,360,887062,347,831552,22,87759,729,1481178,369,795174
975,2021/07/19 15:00:00+00,50-64,902,887964,798,832350,85,87844,1785,1482963,883,796057
976,2021/07/20 15:00:00+00,50-64,941,888905,779,833129,91,87935,1811,1484774,870,796927
977,2021/07/21 15:00:00+00,50-64,950,889855,831,833960,103,88038,1884,1486658,934,797861
978,2021/07/22 15:00:00+00,50-64,1075,890930,830,834790,127,88165,2032,1488690,957,798818
979,2021/07/23 15:00:00+00,50-64,1325,892255,954,835744,133,88298,2412,1491102,1087,799905
980,2021/07/24 15:00:00+00,50-64,723,892978,584,836328,73,88371,1380,1492482,657,800562
981,2021/07/25 15:00:00+00,50-64,516,893494,187,836515,27,88398,730,1493212,214,800776
982,2021/07/26 15:00:00+00,50-64,1030,894524,620,837135,103,88501,1753,1494965,723,801499
983,2021/07/27 15:00:00+00,50-64,1132,895656,759,837894,117,88618,2008,1496973,876,802375
984,2021/07/28 15:00:00+00,50-64,1217,896873,764,838658,113,88731,2094,1499067,877,803252
985,2021/07/29 15:00:00+00,50-64,1183,898056,729,839387,113,88844,2025,1501092,842,804094
986,2021/07/30 15:00:00+00,50-64,1413,899469,883,840270,149,88993,2445,1503537,1032,805126
987,2021/07/31 15:00:00+00,50-64,837,900306,511,840781,58,89051,1406,1504943,569,805695
988,2021/08/01 15:00:00+00,50-64,580,900886,329,841110,38,89089,947,1505890,367,806062
989,2021/08/02 15:00:00+00,50-64,1282,902168,638,841748,83,89172,2003,1507893,721,806783
990,2021/08/03 15:00:00+00,50-64,1263,903431,678,842426,133,89305,2074,1509967,811,807594
991,2021/08/04 15:00:00+00,50-64,1308,904739,705,843131,158,89463,2171,1512138,863,808457
992,2021/08/05 15:00:00+00,50-64,1322,906061,739,843870,126,89589,2187,1514325,865,809322
993,2021/08/06 15:00:00+00,50-64,1464,907525,866,844736,124,89713,2454,1516779,990,810312
994,2021/08/07 15:00:00+00,50-64,840,908365,490,845226,69,89782,1399,1518178,559,810871
995,2021/08/08 15:00:00+00,50-64,567,908932,330,845556,39,89821,936,1519114,369,811240
996,2021/08/09 15:00:00+00,50-64,1123,910055,788,846344,87,89908,1998,1521112,875,812115
997,2021/08/10 15:00:00+00,50-64,1163,911218,755,847099,81,89989,1999,1523111,836,812951
998,2021/10/16 15:00:00+00,12-17,310,337978,475,305955,,127,,152704,,78216
999,2021/10/17 15:00:00+00,12-17,207,338185,310,306265,,127,,152704,,78216
1000,2021/10/18 15:00:00+00,12-17,375,338560,589,306854,1,128,965,153669,590,78806
1001,2021/10/19 15:00:00+00,12-17,305,338865,454,307308,,128,,153669,,78806
1002,2021/10/20 15:00:00+00,12-17,342,339207,454,307762,,128,,153669,,78806
1003,2021/10/21 15:00:00+00,12-17,382,339589,523,308285,,128,,153669,,78806
1004,2021/10/22 15:00:00+00,12-17,411,340000,649,308934,1,129,1061,154730,650,79456
1005,2021/10/23 15:00:00+00,12-17,297,340297,415,309349,,129,,154730,,79456
1006,2021/10/24 15:00:00+00,12-17,189,340486,264,309613,1,130,454,155184,265,79721
1007,2021/10/25 15:00:00+00,12-17,338,340824,425,310038,,130,,155184,,79721
1008,2021/10/26 15:00:00+00,12-17,306,341130,368,310406,,130,,155184,,79721
1009,2021/10/27 15:00:00+00,12-17,314,341444,358,310764,,130,,155184,,79721
1010,2021/10/28 15:00:00+00,12-17,320,341764,348,311112,,130,,155184,,79721
1011,2021/10/29 15:00:00+00,12-17,342,342106,534,311646,,130,,155184,,79721
1012,2021/10/30 15:00:00+00,12-17,237,342343,333,311979,1,131,571,155755,334,80055
1013,2021/10/31 15:00:00+00,12-17,155,342498,189,312168,,131,,155755,,80055
1014,2021/11/01 15:00:00+00,12-17,304,342802,417,312585,1,132,722,156477,418,80473
1015,2021/11/02 15:00:00+00,12-17,280,343082,303,312888,,132,,156477,,80473
1016,2021/11/03 15:00:00+00,12-17,318,343400,349,313237,2,134,669,157146,351,80824
1017,2021/11/04 15:00:00+00,12-17,288,343688,356,313593,,134,,157146,,80824
1018,2021/11/05 15:00:00+00,12-17,367,344055,543,314136,1,135,911,158057,544,81368
1019,2021/11/06 15:00:00+00,12-17,232,344287,285,314421,,135,,158057,,81368
1020,2021/11/07 15:00:00+00,12-17,142,344429,211,314632,,135,,158057,,81368
1021,2021/11/08 15:00:00+00,12-17,276,344705,313,314945,,135,,158057,,81368
1022,2021/11/09 15:00:00+00,12-17,332,345037,306,315251,1,136,639,158696,307,81675
1023,2021/11/10 15:00:00+00,12-17,334,345371,317,315568,,136,,158696,,81675
1024,2021/11/11 15:00:00+00,12-17,391,345762,322,315890,,136,,158696,,81675
1025,2021/11/12 15:00:00+00,12-17,451,346213,431,316321,2,138,884,159580,433,82108
1026,2021/11/13 15:00:00+00,12-17,313,346526,263,316584,,138,,159580,,82108
1027,2021/11/14 15:00:00+00,12-17,162,346688,174,316758,,138,,159580,,82108
1028,2021/11/15 15:00:00+00,12-17,350,347038,305,317063,,138,,159580,,82108
1029,2021/11/16 15:00:00+00,12-17,333,347371,282,317345,1,139,616,160196,283,82391
1030,2021/11/17 15:00:00+00,12-17,365,347736,301,317646,1,140,667,160863,302,82693
1031,2021/11/18 15:00:00+00,12-17,308,348044,305,317951,,140,,160863,,82693
1032,2021/11/19 15:00:00+00,12-17,370,348414,329,318280,1,141,700,161563,330,83023
1033,2021/11/20 15:00:00+00,12-17,275,348689,225,318505,,141,,161563,,83023
1034,2021/11/21 15:00:00+00,12-17,159,348848,139,318644,,141,,161563,,83023
1035,2021/11/22 15:00:00+00,12-17,274,349122,263,318907,,141,,161563,,83023
1036,2021/11/23 15:00:00+00,12-17,370,349492,270,319177,,141,,161563,,83023
1037,2021/11/24 15:00:00+00,12-17,402,349894,299,319476,,141,,161563,,83023
1038,2021/11/25 15:00:00+00,12-17,11,349905,8,319484,,141,,161563,,83023
1039,2021/11/26 15:00:00+00,12-17,235,350140,290,319774,,141,,161563,,83023
1040,2021/11/27 15:00:00+00,12-17,170,350310,185,319959,,141,,161563,,83023
1041,2021/11/28 15:00:00+00,12-17,95,350405,131,320090,,141,,161563,,83023
1042,2021/11/29 15:00:00+00,12-17,198,350603,258,320348,,141,,161563,,83023
1043,2021/11/30 15:00:00+00,12-17,267,350870,301,320649,1,142,569,162132,302,83325
1044,2021/12/01 15:00:00+00,12-17,321,351191,285,320934,,142,,162132,,83325
1045,2021/12/02 15:00:00+00,12-17,296,351487,353,321287,1,143,650,162782,354,83679
1046,2021/12/03 15:00:00+00,12-17,289,351776,431,321718,1,144,721,163503,432,84111
1047,2021/09/27 15:00:00+00,18-49,2334,1765046,1591,1584343,167,147355,4092,2973543,1758,1524524
1048,2021/09/28 15:00:00+00,18-49,2399,1767445,2710,1587053,135,147490,5244,2978787,2845,1527369
1049,2021/09/29 15:00:00+00,18-49,2529,1769974,2756,1589809,177,147667,5462,2984249,2933,1530302
1050,2021/09/30 15:00:00+00,18-49,2602,1772576,2735,1592544,164,147831,5501,2989750,2899,1533201
1051,2021/10/01 15:00:00+00,18-49,2929,1775505,2986,1595530,207,148038,6122,2995872,3193,1536394
1052,2021/10/02 15:00:00+00,18-49,1608,1777113,1631,1597161,70,148108,3309,2999181,1701,1538095
1053,2021/10/03 15:00:00+00,18-49,1207,1778320,1425,1598586,68,148176,2700,3001881,1493,1539588
1054,2021/10/04 15:00:00+00,18-49,2189,1780509,2217,1600803,161,148337,4567,3006448,2378,1541966
1055,2021/10/05 15:00:00+00,18-49,2172,1782681,2324,1603127,143,148480,4639,3011087,2467,1544433
1056,2021/10/06 15:00:00+00,18-49,2291,1784972,2209,1605336,161,148641,4661,3015748,2370,1546803
1057,2021/10/07 15:00:00+00,18-49,2345,1787317,2189,1607525,150,148791,4684,3020432,2339,1549142
1058,2021/10/08 15:00:00+00,18-49,2765,1790082,2585,1610110,169,148960,5519,3025951,2754,1551896
1059,2021/10/09 15:00:00+00,18-49,1500,1791582,1649,1611759,89,149049,3238,3029189,1738,1553634
1060,2021/10/10 15:00:00+00,18-49,1177,1792759,1144,1612903,38,149087,2359,3031548,1182,1554816
1061,2021/10/11 15:00:00+00,18-49,2377,1795136,1991,1614894,166,149253,4534,3036082,2157,1556973
1062,2021/10/12 15:00:00+00,18-49,2045,1797181,2167,1617061,188,149441,4400,3040482,2355,1559328
1063,2021/10/13 15:00:00+00,18-49,2308,1799489,2122,1619183,242,149683,4672,3045154,2364,1561692
1064,2021/10/14 15:00:00+00,18-49,2216,1801705,2086,1621269,173,149856,4475,3049629,2259,1563951
1065,2021/10/15 15:00:00+00,18-49,2475,1804180,2408,1623677,212,150068,5095,3054724,2620,1566571
1066,2021/10/16 15:00:00+00,18-49,1364,1805544,1342,1625019,106,150174,2812,3057536,1448,1568019
1067,2021/10/17 15:00:00+00,18-49,921,1806465,910,1625929,37,150211,1868,3059404,947,1568966
1068,2021/10/18 15:00:00+00,18-49,2510,1808975,2077,1628006,178,150389,4765,3064169,2255,1571221
1069,2021/10/19 15:00:00+00,18-49,1931,1810906,1907,1629913,162,150551,4000,3068169,2069,1573290
1070,2021/10/20 15:00:00+00,18-49,1884,1812790,2050,1631963,166,150717,4100,3072269,2216,1575506
1071,2021/10/21 15:00:00+00,18-49,1872,1814662,1971,1633934,188,150905,4031,3076300,2159,1577665
1072,2021/10/22 15:00:00+00,18-49,2250,1816912,2120,1636054,187,151092,4557,3080857,2307,1579972
1073,2021/10/23 15:00:00+00,18-49,1314,1818226,1114,1637168,106,151198,2534,3083391,1220,1581192
1074,2021/10/24 15:00:00+00,18-49,947,1819173,798,1637966,43,151241,1788,3085179,841,1582033
1075,2021/10/25 15:00:00+00,18-49,2147,1821320,1852,1639818,209,151450,4208,3089387,2061,1584094
1076,2021/10/26 15:00:00+00,18-49,2106,1823426,1766,1641584,213,151663,4085,3093472,1979,1586073
1077,2021/10/27 15:00:00+00,18-49,2122,1825548,1916,1643500,262,151925,4300,3097772,2178,1588251
1078,2021/10/28 15:00:00+00,18-49,2026,1827574,1840,1645340,219,152144,4085,3101857,2059,1590310
1079,2021/10/29 15:00:00+00,18-49,2313,1829887,2151,1647491,261,152405,4725,3106582,2412,1592722
1080,2021/10/30 15:00:00+00,18-49,1252,1831139,1028,1648519,96,152501,2376,3108958,1124,1593846
1081,2021/10/31 15:00:00+00,18-49,897,1832036,819,1649338,49,152550,1765,3110723,868,1594714
1082,2021/11/01 15:00:00+00,18-49,2320,1834356,2000,1651338,220,152770,4540,3115263,2220,1596934
1083,2021/11/02 15:00:00+00,18-49,2063,1836419,1781,1653119,258,153028,4102,3119365,2039,1598973
1084,2021/11/03 15:00:00+00,18-49,2184,1838603,1841,1654960,287,153315,4312,3123677,2128,1601101
1085,2021/11/04 15:00:00+00,18-49,1990,1840593,1876,1656836,231,153546,4097,3127774,2107,1603208
1086,2021/11/05 15:00:00+00,18-49,2483,1843076,2123,1658959,245,153791,4851,3132625,2368,1605576
1087,2021/11/06 15:00:00+00,18-49,1327,1844403,1091,1660050,120,153911,2538,3135163,1211,1606787
1088,2021/11/07 15:00:00+00,18-49,915,1845318,796,1660846,79,153990,1790,3136953,875,1607662
1089,2021/11/08 15:00:00+00,18-49,1782,1847100,1912,1662758,249,154239,3943,3140896,2161,1609823
1090,2021/11/09 15:00:00+00,18-49,2055,1849155,1551,1664309,168,154407,3774,3144670,1719,1611542
1091,2021/11/10 15:00:00+00,18-49,2077,1851232,1483,1665792,225,154632,3785,3148455,1708,1613250
1092,2021/11/11 15:00:00+00,18-49,2091,1853323,1393,1667185,182,154814,3666,3152121,1575,1614825
1093,2021/11/12 15:00:00+00,18-49,2363,1855686,1794,1668979,205,155019,4362,3156483,1999,1616824
1094,2021/12/04 15:00:00+00,12-17,266,352042,305,322023,2,146,573,164076,307,84418
1095,2021/12/05 15:00:00+00,12-17,143,352185,156,322179,,146,,164076,,84418
1096,2021/12/06 15:00:00+00,12-17,248,352433,282,322461,,146,,164076,,84418
1097,2021/12/07 15:00:00+00,12-17,293,352726,312,322773,,146,,164076,,84418
1098,2021/12/08 15:00:00+00,12-17,332,353058,317,323090,,146,,164076,,84418
1099,2021/12/09 15:00:00+00,12-17,304,353362,299,323389,,146,,164076,,84418
1100,2021/12/10 15:00:00+00,12-17,302,353664,349,323738,,146,,164076,,84418
1101,2021/12/11 15:00:00+00,12-17,250,353914,290,324028,,146,,164076,,84418
1102,2021/12/12 15:00:00+00,12-17,150,354064,134,324162,,146,,164076,,84418
1103,2021/12/13 15:00:00+00,12-17,285,354349,234,324396,,146,,164076,,84418
1104,2021/12/14 15:00:00+00,12-17,309,354658,339,324735,,146,,164076,,84418
1105,2021/12/15 15:00:00+00,12-17,360,355018,342,325077,,146,,164076,,84418
1106,2021/12/16 15:00:00+00,12-17,447,355465,170,325247,,146,,164076,,84418
1107,2021/12/17 15:00:00+00,12-17,420,355885,277,325524,1,147,698,164774,278,84696
1108,2021/12/18 15:00:00+00,12-17,362,356247,208,325732,,147,,164774,,84696
1109,2021/12/19 15:00:00+00,12-17,189,356436,109,325841,,147,,164774,,84696
1110,2021/12/20 15:00:00+00,12-17,444,356880,237,326078,,147,,164774,,84696
1111,2021/12/21 15:00:00+00,12-17,534,357414,266,326344,2,149,802,165576,268,84964
1112,2021/12/22 15:00:00+00,12-17,577,357991,328,326672,,149,,165576,,84964
1113,2021/12/23 15:00:00+00,12-17,530,358521,337,327009,,149,,165576,,84964
1114,2021/12/24 15:00:00+00,12-17,91,358612,63,327072,,149,,165576,,84964
1115,2021/12/25 15:00:00+00,12-17,2,358614,3,327075,,149,,165576,,84964
1116,2021/12/26 15:00:00+00,12-17,161,358775,133,327208,,149,,165576,,84964
1117,2021/12/27 15:00:00+00,12-17,493,359268,300,327508,,149,,165576,,84964
1118,2021/12/28 15:00:00+00,12-17,603,359871,367,327875,,149,,165576,,84964
1119,2021/12/29 15:00:00+00,12-17,653,360524,368,328243,,149,,165576,,84964
1120,2021/12/30 15:00:00+00,12-17,561,361085,270,328513,,149,,165576,,84964
1121,2021/12/31 15:00:00+00,12-17,173,361258,133,328646,,149,,165576,,84964
1122,2022/01/01 15:00:00+00,12-17,48,361306,31,328677,,149,,165576,,84964
1123,2022/01/02 15:00:00+00,12-17,151,361457,133,328810,,149,,165576,,84964
1124,2022/01/03 15:00:00+00,12-17,209,361666,138,328948,,149,,165576,,84964
1125,2022/01/04 15:00:00+00,12-17,425,362091,265,329213,,149,,165576,,84964
1126,2022/01/05 15:00:00+00,12-17,513,362604,296,329509,,149,,165576,,84964
1127,2022/01/06 15:00:00+00,12-17,559,363163,420,329929,,149,,165576,,84964
1128,2022/01/07 15:00:00+00,12-17,499,363662,336,330265,,149,,165576,,84964
1129,2022/01/08 15:00:00+00,12-17,562,364224,380,330645,,149,,165576,,84964
1130,2022/01/09 15:00:00+00,12-17,272,364496,164,330809,1,150,437,166013,165,85129
1131,2022/01/10 15:00:00+00,12-17,543,365039,411,331220,,150,,166013,,85129
1132,2022/01/11 15:00:00+00,12-17,559,365598,438,331658,,150,,166013,,85129
1133,2022/01/12 15:00:00+00,12-17,671,366269,481,332139,1,151,1153,167166,482,85611
1134,2022/01/13 15:00:00+00,12-17,590,366859,434,332573,1,152,1025,168191,435,86046
